id,name,brand,category,flavor,weight,weights,price,originalPrice,discount,rating,reviews,description,keyBenefits,nutritionalInfo,inStock,pricingKey,image,image1,image2,image3,images
44,Muscleblaze Biozyme Performance Whey,MuscleBlaze,Whey Protein,Chocolate Hazelnut,2KG,"[""1KG"", ""2KG""]",5199,5609,7,4.8,9800,Biozyme enhanced whey for better absorption,"[""25g protein per serving"", ""Enhanced absorption"", ""Biozyme technology""]","Per Serving: 25g Protein, 3g Carbs, 1g Fat",true,MB_BIO_PER_2KG,"""/image/Whey_protien/MB_performance/mb_choc_hazlenut_2kg.jpg""","""/image/Whey_protien/MB_performance/mb_choc_hazlenut_2kg2.jpg""","""/image/Whey_protien/MB_performance/img3.jpg""","""/image/Whey_protien/MB_performance/img4.jpg""",[]
45,Muscleblaze Biozyme Performance Whey,MuscleBlaze,Whey Protein,Choco Crispie,1KG,"[""1KG"", ""2KG""]",2749,2989,8,4.7,7200,Biozyme enhanced whey for better absorption,"[""25g protein per serving"", ""Enhanced absorption"", ""Biozyme technology""]","Per Serving: 25g Protein, 3g Carbs, 1g Fat",true,MB_BIO_PER_1KG,"""/image/Whey_protien/MB_performance/mb_choc_crispe_1kg.jpg""","""/image/Whey_protien/MB_performance/mb_choc_crispe_1kg2.jpg""","""/image/Whey_protien/MB_performance/img3.jpg""","""/image/Whey_protien/MB_performance/img4.jpg""",[]
46,Muscleblaze Biozyme Performance Whey,MuscleBlaze,Whey Protein,Choco Crispie,2KG,"[""1KG"", ""2KG""]",5199,5609,7,4.8,9400,Biozyme enhanced whey for better absorption,"[""25g protein per serving"", ""Enhanced absorption"", ""Biozyme technology""]","Per Serving: 25g Protein, 3g Carbs, 1g Fat",true,MB_BIO_PER_2KG,"""/image/Whey_protien/MB_performance/mb_choc_crispe_2kg.webp""","""/image/Whey_protien/MB_performance/mb_choc_crispe_1kg2.jpg""","""/image/Whey_protien/MB_performance/img3.jpg""","""/image/Whey_protien/MB_performance/img4.jpg""",[]
47,Muscleblaze Biozyme Performance Whey,MuscleBlaze,Whey Protein,Kesar Thandai,1KG,"[""1KG"", ""2KG""]",2749,2989,8,4.7,6800,Biozyme enhanced whey for better absorption,"[""25g protein per serving"", ""Enhanced absorption"", ""Biozyme technology""]","Per Serving: 25g Protein, 3g Carbs, 1g Fat",true,MB_BIO_PER_1KG,"""/image/Whey_protien/MB_performance/mb_kesar_1kg.png""","""/image/Whey_protien/MB_performance/mb_kesar2.jpg""","""/image/Whey_protien/MB_performance/img3.jpg""","""/image/Whey_protien/MB_performance/img4.jpg""",[]
48,Muscleblaze Biozyme Performance Whey,MuscleBlaze,Whey Protein,Kesar Thandai,2KG,"[""1KG"", ""2KG""]",5199,5609,7,4.8,8900,Biozyme enhanced whey for better absorption,"[""25g protein per serving"", ""Enhanced absorption"", ""Biozyme technology""]","Per Serving: 25g Protein, 3g Carbs, 1g Fat",true,MB_BIO_PER_2KG,"""/image/Whey_protien/MB_performance/mb_kesar_2kg.jpg""","""/image/Whey_protien/MB_performance/mb_kesar2.jpg""","""/image/Whey_protien/MB_performance/img3.jpg""","""/image/Whey_protien/MB_performance/img4.jpg""",[]
49,Muscleblaze Biozyme Performance Whey,MuscleBlaze,Whey Protein,Magical Mango,1KG,"[""1KG"", ""2KG""]",2749,2989,8,4.7,6400,Biozyme enhanced whey for better absorption,"[""25g protein per serving"", ""Enhanced absorption"", ""Biozyme technology""]","Per Serving: 25g Protein, 3g Carbs, 1g Fat",true,MB_BIO_PER_1KG,"""/image/Whey_protien/MB_performance/mb_magical_mango_1kg.jpg""","""/image/Whey_protien/MB_performance/mb_magical_mango_1kg2.jpg""","""/image/Whey_protien/MB_performance/img3.jpg""","""/image/Whey_protien/MB_performance/img4.jpg""",[]
50,Muscleblaze Biozyme Performance Whey,MuscleBlaze,Whey Protein,Magical Mango,2KG,"[""1KG"", ""2KG""]",5199,5609,7,4.8,8500,Biozyme enhanced whey for better absorption,"[""25g protein per serving"", ""Enhanced absorption"", ""Biozyme technology""]","Per Serving: 25g Protein, 3g Carbs, 1g Fat",true,MB_BIO_PER_2KG,"""/image/Whey_protien/MB_performance/mb_magical_mango_2kg.jpg""","""/image/Whey_protien/MB_performance/mb_magical_mango_2kg2.jpg""","""/image/Whey_protien/MB_performance/img3.jpg""","""/image/Whey_protien/MB_performance/img4.jpg""",[]
290,Muscleblaze Biozyme Performance Whey Reffil Pack,MuscleBlaze,Whey Protein,Chocolate,1KG,"[""1KG""]",2649,2989,11,4.8,8500,Biozyme enhanced whey for better absorption,"[""25g protein per serving"", ""Enhanced absorption"", ""Biozyme technology""]","Per Serving: 25g Protein, 3g Carbs, 1g Fat",true,MB_BIO_PER_1KG_REFFIL,"""/image/Whey_protien/MB_performance/refill1.jpg""","""/image/Whey_protien/MB_performance/refill2.jpg""","""/image/Whey_protien/MB_performance/refill3.jpg""","""/image/Whey_protien/MB_performance/refill4.jpg""",[]
51,Muscleblaze Biozyme Iso-Zero,MuscleBlaze,Whey Protein,Chocolate Fudge,1KG,"[""1KG"", ""2KG""]",4099,5399,24,4.8,7200,Zero carb whey isolate with Biozyme,"[""26g protein per serving"", ""Zero carbs"", ""Biozyme enhanced""]","Per Serving: 26g Protein, 0g Carbs, 0.5g Fat",true,MB_BIO_ISOZ_1KG,"""/image/Whey_protien/MB_Isozero/Isozero_choc_1kg.jpg""","""/image/Whey_protien/MB_Isozero/Isozero_choc_1kg2.jpg""","""/image/Whey_protien/MB_Isozero/img3.jpg""","""/image/Whey_protien/MB_Isozero/img4.jpg""",[]
52,Muscleblaze Biozyme Iso-Zero,MuscleBlaze,Whey Protein,Chocolate Fadge,2KG,"[""1KG"", ""2KG""]",4099,5399,24,4.9,9100,Zero carb whey isolate with Biozyme,"[""26g protein per serving"", ""Zero carbs"", ""Biozyme enhanced""]","Per Serving: 26g Protein, 0g Carbs, 0.5g Fat",true,MB_BIO_ISOZ_1KG,"""/image/Whey_protien/MB_Isozero/Isozero_choc_2kg.jpg""","""/image/Whey_protien/MB_Isozero/Isozero_choc_2kg2.jpg""","""/image/Whey_protien/MB_Isozero/img3.jpg""","""/image/Whey_protien/MB_Isozero/img4.jpg""",[]
53,Muscleblaze Biozyme Iso-Zero,MuscleBlaze,Whey Protein,Cookies & Cream,1KG,"[""1KG"", ""2KG""]",4099,5399,24,4.8,6800,Zero carb whey isolate with Biozyme,"[""26g protein per serving"", ""Zero carbs"", ""Biozyme enhanced""]","Per Serving: 26g Protein, 0g Carbs, 0.5g Fat",true,MB_BIO_ISOZ_1KG,"""/image/Whey_protien/MB_Isozero/Isozero_cookies&cream_1kg.jpg""","""/image/Whey_protien/MB_Isozero/Isozero_cookies&cream_1kg2.jpg""","""/image/Whey_protien/MB_Isozero/img3.jpg""","""/image/Whey_protien/MB_Isozero/img4.jpg""",[]
54,Muscleblaze Biozyme Iso-Zero,MuscleBlaze,Whey Protein,Cookies & Cream,2KG,"[""1KG"", ""2KG""]",4099,5399,24,4.9,8700,Zero carb whey isolate with Biozyme,"[""26g protein per serving"", ""Zero carbs"", ""Biozyme enhanced""]","Per Serving: 26g Protein, 0g Carbs, 0.5g Fat",true,MB_BIO_ISOZ_1KG,"""/image/Whey_protien/MB_Isozero/Isozero_cookies&cream_2kg.jpg""","""/image/Whey_protien/MB_Isozero/Isozero_cookies&cream_2kg2.jpg""","""/image/Whey_protien/MB_Isozero/img3.jpg""","""/image/Whey_protien/MB_Isozero/img4.jpg""",[]
55,Muscleblaze Biozyme Performance Whey PR,MuscleBlaze,Whey Protein,Low Carbs Ice Cream Chocolate,1KG,"[""1KG"", ""2KG""]",2999,4149,28,4.7,6200,PR series whey for performance results,"[""25g protein per serving"", ""PR formula"", ""Enhanced performance""]","Per Serving: 25g Protein, 3g Carbs, 1g Fat",true,MB_BIO_PER_PR_1KG,"""/image/Whey_protien/MB_pr/mb_pr_choc_fudge_1kg.jpg""","""/image/Whey_protien/MB_pr/mb_pr_choc_fudge_1kg2.jpg""","""/image/Whey_protien/MB_pr/img3.jpg""","""/image/Whey_protien/MB_pr/img4.jpg""",[]
56,Muscleblaze Biozyme Performance Whey PR,MuscleBlaze,Whey Protein,Low Carbs Ice Cream Chocolate,2KG,"[""1KG"", ""2KG""]",5699,6399,11,4.8,7800,PR series whey for performance results,"[""25g protein per serving"", ""PR formula"", ""Enhanced performance""]","Per Serving: 25g Protein, 3g Carbs, 1g Fat",true,MB_BIO_PER_PR_2KG,"""/image/Whey_protien/MB_pr/mb_pr_choc_fudge_2kg.jpg""","""/image/Whey_protien/MB_pr/mb_pr_choc_fudge_2kg2.jpg""","""/image/Whey_protien/MB_pr/img3.jpg""","""/image/Whey_protien/MB_pr/img4.jpg""",[]
57,Muscleblaze Biozyme Performance Whey PR,MuscleBlaze,Whey Protein,Low Carbs Cookies & Cream,1KG,"[""1KG"", ""2KG""]",2999,4149,28,4.7,5800,PR series whey for performance results,"[""25g protein per serving"", ""PR formula"", ""Enhanced performance""]","Per Serving: 25g Protein, 3g Carbs, 1g Fat",true,MB_BIO_PER_PR_1KG,"""/image/Whey_protien/MB_pr/mb_pr_cokies&cream_1kg.jpg""","""/image/Whey_protien/MB_pr/mb_pr_cokies&cream_1kg2.jpg""","""/image/Whey_protien/MB_pr/img3.jpg""","""/image/Whey_protien/MB_pr/img4.jpg""",[]
58,Muscleblaze Biozyme Performance Whey PR,MuscleBlaze,Whey Protein,Low Carbs Cookies & Cream,2KG,"[""1KG"", ""2KG""]",5699,6399,11,4.8,7400,PR series whey for performance results,"[""25g protein per serving"", ""PR formula"", ""Enhanced performance""]","Per Serving: 25g Protein, 3g Carbs, 1g Fat",true,MB_BIO_PER_PR_2KG,"""/image/Whey_protien/MB_pr/mb_pr_cokies&cream_2kg.jpg""","""/image/Whey_protien/MB_pr/mb_pr_cokies&cream_2kg2.jpg""","""/image/Whey_protien/MB_pr/img3.jpg""","""/image/Whey_protien/MB_pr/img4.jpg""",[]
59,Avvatar Whey Protein,Avvatar,Whey Protein,Belgian Chocolate,1KG,"[""1KG"", ""2KG""]",3099,4229,27,4.6,5400,Premium Avvatar whey protein,"[""24g protein per serving"", ""Great taste"", ""Fast absorption""]","Per Serving: 24g Protein, 3g Carbs, 1.5g Fat",true,AVVATAR_WHEY_1KG,"""/image/Whey_protien/Avvatar_Whey/Avvatar_belgain_1kg.jpg""","""/image/Whey_protien/Avvatar_Whey/img2.jpg""","""/image/Whey_protien/Avvatar_Whey/img3.jpg""","""/image/Whey_protien/Avvatar_Whey/img4.jpg""",[]
60,Avvatar Whey Protein,Avvatar,Whey Protein,Belgian Chocolate,2KG,"[""1KG"", ""2KG""]",5599,7699,27,4.7,6800,Premium Avvatar whey protein,"[""24g protein per serving"", ""Great taste"", ""Fast absorption""]","Per Serving: 24g Protein, 3g Carbs, 1.5g Fat",true,AVVATAR_WHEY_2KG,"""/image/Whey_protien/Avvatar_Whey/Avvatar_belgain_2kg.jpg""","""/image/Whey_protien/Avvatar_Whey/img1.1.jpg""","""/image/Whey_protien/Avvatar_Whey/img2.2.jpg""","""/image/Whey_protien/Avvatar_Whey/img3.3.jpg""",[]
61,Avvatar Whey Protein,Avvatar,Whey Protein,Malai Kulfi,1KG,"[""1KG"", ""2KG""]",3099,4229,27,4.6,5100,Premium Avvatar whey protein,"[""24g protein per serving"", ""Great taste"", ""Fast absorption""]","Per Serving: 24g Protein, 3g Carbs, 1.5g Fat",true,AVVATAR_WHEY_1KG,"""/image/Whey_protien/Avvatar_Whey/Avvatar_malai_kulfi_1kg.avif""","""/image/Whey_protien/Avvatar_Whey/img2.jpg""","""/image/Whey_protien/Avvatar_Whey/img3.jpg""","""/image/Whey_protien/Avvatar_Whey/img4.jpg""",[]
62,Avvatar Whey Protein,Avvatar,Whey Protein,Malai Kulfi,2KG,"[""1KG"", ""2KG""]",5599,7699,27,4.7,6400,Premium Avvatar whey protein,"[""24g protein per serving"", ""Great taste"", ""Fast absorption""]","Per Serving: 24g Protein, 3g Carbs, 1.5g Fat",true,AVVATAR_WHEY_2KG,"""/image/Whey_protien/Avvatar_Whey/Avvatar_malai_kulfi_2kg.jpg""","""/image/Whey_protien/Avvatar_Whey/img1.1.jpg""","""/image/Whey_protien/Avvatar_Whey/img2.2.jpg""","""/image/Whey_protien/Avvatar_Whey/img3.3.jpg""",[]
63,Avvatar Whey Protein,Avvatar,Whey Protein,Chocolate Hazelnut,1KG,"[""1KG"", ""2KG""]",3099,4229,27,4.6,4800,Premium Avvatar whey protein,"[""24g protein per serving"", ""Great taste"", ""Fast absorption""]","Per Serving: 24g Protein, 3g Carbs, 1.5g Fat",true,AVVATAR_WHEY_1KG,"""/image/Whey_protien/Avvatar_Whey/Avvatar_hazlenut_1kg.jpg""","""/image/Whey_protien/Avvatar_Whey/img2.jpg""","""/image/Whey_protien/Avvatar_Whey/img3.jpg""","""/image/Whey_protien/Avvatar_Whey/img4.jpg""",[]
64,Avvatar Whey Protein,Avvatar,Whey Protein,Chocolate Hazelnut,2KG,"[""1KG"", ""2KG""]",5599,7699,27,4.7,6100,Premium Avvatar whey protein,"[""24g protein per serving"", ""Great taste"", ""Fast absorption""]","Per Serving: 24g Protein, 3g Carbs, 1.5g Fat",true,AVVATAR_WHEY_2KG,"""/image/Whey_protien/Avvatar_Whey/Avvatar_hazlenut_2kg.jpg""","""/image/Whey_protien/Avvatar_Whey/img1.1.jpg""","""/image/Whey_protien/Avvatar_Whey/img2.2.jpg""","""/image/Whey_protien/Avvatar_Whey/img3.3.jpg""",[]
65,Avvatar 100% Performance Whey,Avvatar,Whey Protein,Belgian Chocolate,1KG,"[""1KG"", ""2KG""]",2499,3559,30,4.5,4200,Performance whey for athletes,"[""24g protein per serving"", ""Performance formula"", ""Great value""]","Per Serving: 24g Protein, 4g Carbs, 2g Fat",true,AVVATAR_PER_WHEY_1KG,"""/image/Whey_protien/Avvatar_performance/Avvatar_belgain_1kg.jpg""","""/image/Whey_protien/Avvatar_performance/Avvatar_belgain_1kg2.jpg""","""/image/Whey_protien/Avvatar_performance/img3.jpg""","""/image/Whey_protien/Avvatar_performance/img4.jpg""",[]
66,Avvatar 100% Performance Whey,Avvatar,Whey Protein,Belgian Chocolate,2KG,"[""1KG"", ""2KG""]",4999,6849,27,4.6,5400,Performance whey for athletes,"[""24g protein per serving"", ""Performance formula"", ""Great value""]","Per Serving: 24g Protein, 4g Carbs, 2g Fat",true,AVVATAR_PER_WHEY_2KG,"""/image/Whey_protien/Avvatar_performance/Avvatar_belgain_2kg.jpg""","""/image/Whey_protien/Avvatar_performance/Avvatar_belgain_2kg2.jpg""","""/image/Whey_protien/Avvatar_performance/img3.3.jpg""","""/image/Whey_protien/Avvatar_performance/img4.jpg""",[]
67,Avvatar 100% Performance Whey,Avvatar,Whey Protein,Malai Kulfi,1KG,"[""1KG"", ""2KG""]",2499,3559,30,4.5,3900,Performance whey for athletes,"[""24g protein per serving"", ""Performance formula"", ""Great value""]","Per Serving: 24g Protein, 4g Carbs, 2g Fat",true,AVVATAR_PER_WHEY_1KG,"""/image/Whey_protien/Avvatar_performance/Avvatar_malai_kulfi_1kg.jpg""","""/image/Whey_protien/Avvatar_performance/Avvatar_malai_kulfi_1kg2.jpg""","""/image/Whey_protien/Avvatar_performance/img3.jpg""","""/image/Whey_protien/Avvatar_performance/img4.jpg""",[]
68,Avvatar 100% Performance Whey,Avvatar,Whey Protein,Malai Kulfi,2KG,"[""1KG"", ""2KG""]",4999,6849,27,4.6,5100,Performance whey for athletes,"[""24g protein per serving"", ""Performance formula"", ""Great value""]","Per Serving: 24g Protein, 4g Carbs, 2g Fat",true,AVVATAR_PER_WHEY_2KG,"""/image/Whey_protien/Avvatar_performance/Avvatar_malai_kulfi_2kg.jpg""","""/image/Whey_protien/Avvatar_performance/Avvatar_malai_kulfi_2kg2.jpg""","""/image/Whey_protien/Avvatar_performance/img3.3.jpg""","""/image/Whey_protien/Avvatar_performance/img4.jpg""",[]
69,Avvatar 100% Performance Whey,Avvatar,Whey Protein,Chocolate Hazelnut,1KG,"[""1KG"", ""2KG""]",2499,3559,30,4.5,3600,Performance whey for athletes,"[""24g protein per serving"", ""Performance formula"", ""Great value""]","Per Serving: 24g Protein, 4g Carbs, 2g Fat",true,AVVATAR_PER_WHEY_1KG,"""/image/Whey_protien/Avvatar_performance/Avvatar_hazlenut_1kg.jpg""","""/image/Whey_protien/Avvatar_performance/Avvatar_hazlenut_1kg2.jpg""","""/image/Whey_protien/Avvatar_performance/img3.jpg""","""/image/Whey_protien/Avvatar_performance/img4.jpg""",[]
70,Avvatar 100% Performance Whey,Avvatar,Whey Protein,Chocolate Hazelnut,2KG,"[""1KG"", ""2KG""]",4999,6849,27,4.6,4800,Performance whey for athletes,"[""24g protein per serving"", ""Performance formula"", ""Great value""]","Per Serving: 24g Protein, 4g Carbs, 2g Fat",true,AVVATAR_PER_WHEY_2KG,"""/image/Whey_protien/Avvatar_performance/Avvatar_hazlenut_2kg.jpg""","""/image/Whey_protien/Avvatar_performance/Avvatar_hazlenut_2kg2.jpg""","""/image/Whey_protien/Avvatar_performance/img3.3.jpg""","""/image/Whey_protien/Avvatar_performance/img4.jpg""",[]
71,Avvatar Isorich Protein,Avvatar,Whey Protein,Belgian Chocolate,1KG,"[""1KG"", ""2KG""]",4003,5469,27,4.7,4600,Premium isolate whey protein,"[""25g protein per serving"", ""Low carbs"", ""Pure isolate""]","Per Serving: 25g Protein, 2g Carbs, 1g Fat",true,AVVATAR_ISO_P_1KG,"""/image/Whey_protien/Avvatar_Isorich/Avvatar_iso_belgain_1kg.jpg""","""/image/Whey_protien/Avvatar_Isorich/img2.jpg""","""/image/Whey_protien/Avvatar_Isorich/img3.jpg""","""/image/Whey_protien/Avvatar_Isorich/img4.jpg""",[]
72,Avvatar Isorich Protein,Avvatar,Whey Protein,Belgian Chocolate,2KG,"[""1KG"", ""2KG""]",7499,10189,26,4.8,5800,Premium isolate whey protein,"[""25g protein per serving"", ""Low carbs"", ""Pure isolate""]","Per Serving: 25g Protein, 2g Carbs, 1g Fat",true,AVVATAR_ISO_P_2KG,"""/image/Whey_protien/Avvatar_Isorich/Avvatar_iso_belgain_2kg.jpg""","""/image/Whey_protien/Avvatar_Isorich/img2.2.jpg""","""/image/Whey_protien/Avvatar_Isorich/img3.3.jpg""","""/image/Whey_protien/Avvatar_Isorich/img4.jpg""",[]
73,Avvatar Isorich Protein,Avvatar,Whey Protein,Malai Kulfi,1KG,"[""1KG"", ""2KG""]",4003,5469,27,4.7,4300,Premium isolate whey protein,"[""25g protein per serving"", ""Low carbs"", ""Pure isolate""]","Per Serving: 25g Protein, 2g Carbs, 1g Fat",true,AVVATAR_ISO_P_1KG,"""/image/Whey_protien/Avvatar_Isorich/Avvatar_iso_malai_kulfi_1kg.jpg""","""/image/Whey_protien/Avvatar_Isorich/img2.jpg""","""/image/Whey_protien/Avvatar_Isorich/img3.jpg""","""/image/Whey_protien/Avvatar_Isorich/img4.jpg""",[]
74,Avvatar Isorich Protein,Avvatar,Whey Protein,Malai Kulfi,2KG,"[""1KG"", ""2KG""]",7499,10189,26,4.8,5500,Premium isolate whey protein,"[""25g protein per serving"", ""Low carbs"", ""Pure isolate""]","Per Serving: 25g Protein, 2g Carbs, 1g Fat",true,AVVATAR_ISO_P_2KG,"""/image/Whey_protien/Avvatar_Isorich/Avvatar_iso_malai_kulfi_2kg.jpg""","""/image/Whey_protien/Avvatar_Isorich/img2.2.jpg""","""/image/Whey_protien/Avvatar_Isorich/img3.3.jpg""","""/image/Whey_protien/Avvatar_Isorich/img4.jpg""",[]
75,Avvatar Isorich Protein,Avvatar,Whey Protein,Chocolate Hazelnut,1KG,"[""1KG"", ""2KG""]",4003,5469,27,4.7,4000,Premium isolate whey protein,"[""25g protein per serving"", ""Low carbs"", ""Pure isolate""]","Per Serving: 25g Protein, 2g Carbs, 1g Fat",true,AVVATAR_ISO_P_1KG,"""/image/Whey_protien/Avvatar_Isorich/Avvatar_iso_hazelnut_1kg.jpg""","""/image/Whey_protien/Avvatar_Isorich/img2.jpg""","""/image/Whey_protien/Avvatar_Isorich/img3.jpg""","""/image/Whey_protien/Avvatar_Isorich/img4.jpg""",[]
76,Avvatar Isorich Protein,Avvatar,Whey Protein,Chocolate Hazelnut,2KG,"[""1KG"", ""2KG""]",7499,10189,26,4.8,5200,Premium isolate whey protein,"[""25g protein per serving"", ""Low carbs"", ""Pure isolate""]","Per Serving: 25g Protein, 2g Carbs, 1g Fat",true,AVVATAR_ISO_P_2KG,"""/image/Whey_protien/Avvatar_Isorich/Avvatar_iso_hazelnut_2kg.jpg""","""/image/Whey_protien/Avvatar_Isorich/img2.2.jpg""","""/image/Whey_protien/Avvatar_Isorich/img3.3.jpg""","""/image/Whey_protien/Avvatar_Isorich/img4.jpg""",[]
77,Fuel One Whey Protein Powder,Fuelone,Whey Protein,Chocolate,1KG,"[""1KG"", ""2KG""]",1725,2299,25,4.4,3200,Budget-friendly whey protein,"[""22g protein per serving"", ""Affordable"", ""Good quality""]","Per Serving: 22g Protein, 4g Carbs, 2g Fat",true,FUELONE_1KG,"""/image/Whey_protien/Fuelone/Fuelone_choc_1kg.jpg""","""/image/Whey_protien/Fuelone/Fuelone_choc_1kg2.jpg""","""/image/Whey_protien/Fuelone/img3.jpg""","""/image/Whey_protien/Fuelone/img4.jpg""",[]
78,Fuel One Whey Protein Powder,Fuelone,Whey Protein,Chocolate,2KG,"[""1KG"", ""2KG""]",3279,4099,20,4.5,4100,Budget-friendly whey protein,"[""22g protein per serving"", ""Affordable"", ""Good quality""]","Per Serving: 22g Protein, 4g Carbs, 2g Fat",true,FUELONE_2KG,"""/image/Whey_protien/Fuelone/Fuelone_choc_2kg.jpg""","""/image/Whey_protien/Fuelone/Fuelone_choc_2kg2.jpg""","""/image/Whey_protien/Fuelone/img3.jpg""","""/image/Whey_protien/Fuelone/img4.jpg""",[]
79,ATOM Whey Protein,Attom,Whey Protein,Double Rich Chocolate,1KG,"[""1KG"", ""2KG""]",2149,3047,29,4.5,3800,Attom whey protein for muscle building,"[""24g protein per serving"", ""Great taste"", ""Fast absorption""]","Per Serving: 24g Protein, 3g Carbs, 1.5g Fat",true,ATOM_1KG,"""/image/Whey_protien/Atom/Atom_doble_rich_1kg.jpg""","""/image/Whey_protien/Atom/img2.jpg""","""/image/Whey_protien/Atom/img3.jpg""","""/image/Whey_protien/Atom/img4.jpg""",[]
80,ATOM Whey Protein,Attom,Whey Protein,Double Rich Chocolate,2KG,"[""1KG"", ""2KG""]",4199,7043,40,4.6,5978,Attom whey protein for muscle building,"[""24g protein per serving"", ""Great taste"", ""Fast absorption""]","Per Serving: 24g Protein, 3g Carbs, 1.5g Fat",true,ATOM_2KG,"""/image/Whey_protien/Atom/Atom_doble_rich_1kg.jpg""","""/image/Whey_protien/Atom/img2.jpg""","""/image/Whey_protien/Atom/img3.jpg""","""/image/Whey_protien/Atom/img4.jpg""",[]
81,ATOM Whey Protein,Attom,Whey Protein,French Vanilla,1KG,"[""1KG"", ""2KG""]",2149,3047,29,4.5,3500,Attom whey protein for muscle building,"[""24g protein per serving"", ""Great taste"", ""Fast absorption""]","Per Serving: 24g Protein, 3g Carbs, 1.5g Fat",true,ATOM_1KG,"""/image/Whey_protien/Atom/Atom_vanilla_1kg.jpg""","""/image/Whey_protien/Atom/img2.jpg""","""/image/Whey_protien/Atom/img3.jpg""","""/image/Whey_protien/Atom/img4.jpg""",[]
82,ATOM Whey Protein,Attom,Whey Protein,French Vanilla,2KG,"[""1KG"", ""2KG""]",4199,7043,40,4.6,4300,Attom whey protein for muscle building,"[""24g protein per serving"", ""Great taste"", ""Fast absorption""]","Per Serving: 24g Protein, 3g Carbs, 1.5g Fat",true,ATOM_2KG,"""/image/Whey_protien/Atom/Atom_vanilla_1kg.jpg""","""/image/Whey_protien/Atom/img2.jpg""","""/image/Whey_protien/Atom/img3.jpg""","""/image/Whey_protien/Atom/img4.jpg""",[]
83,Dr. Morepen Turbo Whey Protein,Morphenlab,Whey Protein,Butter Scotch,1KG,"[""1KG""]",2504,3558,30,4.3,2800,Turbo whey for fast results,"[""22g protein per serving"", ""Turbo formula"", ""Great value""]","Per Serving: 22g Protein, 4g Carbs, 2g Fat",true,MORPH_TURBO_1KG,"""/image/Whey_protien/Morphen_turbo/Turbo_butterscotch_1kg.webp""","""/image/Whey_protien/Morphen_turbo/Turbo_butterscotch_1kg2.webp""","""/image/Whey_protien/Morphen_turbo/Turbo_butterscotch_1kg3.webp""","""/image/Whey_protien/Morphen_turbo/Turbo_butterscotch_1kg4.webp""",[]
85,Absolute Whey Legender (Alpha Series),Absolute,Whey Protein,Chocolate,1KG,"[""1KG"", ""2KG""]",2499,3199,22,4.5,3600,Absolute Legender whey protein,"[""24g protein per serving"", ""Premium quality"", ""Great taste""]","Per Serving: 24g Protein, 3g Carbs, 1.5g Fat",true,ABS_WHEY_L_1KG,"""/image/Whey_protien/Absolute_Whey/Absolute_choc_1kg.jpg""","""/image/Whey_protien/Absolute_Whey/Absolute_choc_1kg2.webp""","""/image/Whey_protien/Absolute_Whey/Absolute_choc_1kg3.webp""","""/image/Whey_protien/Absolute_Whey/Absolute_choc_1kg4.webp""",[]
86,Absolute Whey Legender (Alpha Series),Absolute,Whey Protein,Chocolate,2KG,"[""1KG"", ""2KG""]",2499,3199,22,4.6,4500,Absolute Legender whey protein,"[""24g protein per serving"", ""Premium quality"", ""Great taste""]","Per Serving: 24g Protein, 3g Carbs, 1.5g Fat",true,ABS_WHEY_L_1KG,"""/image/Whey_protien/Absolute_Whey/Absolute_choc_2kg.webp""","""/image/Whey_protien/Absolute_Whey/Absolute_choc_2kg2.jpg""","""/image/Whey_protien/Absolute_Whey/Absolute_choc_2kg3.jpg""","""/image/Whey_protien/Absolute_Whey/Absolute_choc_2kg4.jpg""",[]
87,Absolute Whey Legender (Alpha Series),Absolute,Whey Protein,Cashew Saffron Pistachio,1KG,"[""1KG"", ""2KG""]",2499,3199,22,4.5,3300,Absolute Legender whey protein,"[""24g protein per serving"", ""Premium quality"", ""Great taste""]","Per Serving: 24g Protein, 3g Carbs, 1.5g Fat",true,ABS_WHEY_L_1KG,"""/image/Whey_protien/Absolute_Whey/Absolute_saffron_1kg.jpg""","""/image/Whey_protien/Absolute_Whey/Absolute_choc_1kg2.webp""","""/image/Whey_protien/Absolute_Whey/Absolute_choc_1kg3.webp""","""/image/Whey_protien/Absolute_Whey/Absolute_choc_1kg4.webp""",[]
88,Absolute Whey Legender (Alpha Series),Absolute,Whey Protein,Cashew Saffron Pistachio,2KG,"[""1KG"", ""2KG""]",2499,3199,22,4.6,4200,Absolute Legender whey protein,"[""24g protein per serving"", ""Premium quality"", ""Great taste""]","Per Serving: 24g Protein, 3g Carbs, 1.5g Fat",true,ABS_WHEY_L_1KG,"""/image/Whey_protien/Absolute_Whey/Absolute_saffron_2kg.jpg""","""/image/Whey_protien/Absolute_Whey/Absolute_choc_2kg2.jpg""","""/image/Whey_protien/Absolute_Whey/Absolute_choc_2kg3.jpg""","""/image/Whey_protien/Absolute_Whey/Absolute_choc_2kg4.jpg""",[]
89,MuscleBlaze Creatine Monohydrate CreAMP unflavoured,MuscleBlaze,Creatine,Unflavoured,100GM,"[""100GM"", ""250GM""]",479,719,33,4.6,5200,Pure creatine monohydrate for strength,"[""Increases strength"", ""Enhances performance"", ""Pure micronized""]",Per Serving: 3g Creatine Monohydrate,true,MB_CREA_MONO_100G,"""/image/Creatine/MB_Creamp/mb_unflavoured_100gm.jpg""","""/image/Creatine/MB_Creamp/mb2.jpg""","""/image/Creatine/MB_Creamp/mb3.jpg""","""/image/Creatine/MB_Creamp/mb4.jpg""",[]
